lesson_title,slug,tier_group,subgroup,profession_tier_pathway,source,status,notes,recommended_action
"COPD: clinical judgment (NCLEX-RN, Canada)",copd-clinical-judgment-gold,Canada RN,,Canada RN / ca-rn-nclex-rn,scoped gold injection → ca-rn-nclex-rn,fully present,Injected by shared scoped-gold provider rather than static catalog bucket.,keep as-is
"Cushing Syndrome Assessment (NCLEX-RN, Canada)",cushing-syndrome-assessment,Canada RN,,Canada RN / ca-rn-nclex-rn,src/content/pathway-lessons/catalog.json → ca-rn-nclex-rn,fully present,,keep as-is
"Deep Vein Thrombosis (DVT): Prevention and Nursing Management (NCLEX-RN, Canada)",deep-vein-thrombosis-dvt-prevention-and-nursing-management-nclex-rn,Canada RN,,Canada RN / ca-rn-nclex-rn,src/content/pathway-lessons/catalog.json → ca-rn-nclex-rn,fully present,,keep as-is
"Defibrillation vs Synchronized Cardioversion (NCLEX-RN, Canada)",defibrillation-vs-synchronized-cardioversion-nclex-rn,Canada RN,,Canada RN / ca-rn-nclex-rn,src/content/pathway-lessons/catalog.json → ca-rn-nclex-rn,fully present,,keep as-is
"Delegation & assignment (NCLEX-RN, Canada)",ca-rn-delegation,Canada RN,,Canada RN / ca-rn-nclex-rn,src/content/pathway-lessons/catalog.json → ca-rn-nclex-rn,fully present,,keep as-is
"Delegation & supervision (NCLEX-RN, Canada)",safety-family-delegation-supervision-gold,Canada RN,,Canada RN / ca-rn-nclex-rn,scoped gold injection → ca-rn-nclex-rn,fully present,Injected by shared scoped-gold provider rather than static catalog bucket.,keep as-is
"Delirium: acute confusion & safety (NCLEX-RN, Canada)",delirium-acute-confusion-gold,Canada RN,,Canada RN / ca-rn-nclex-rn,scoped gold injection → ca-rn-nclex-rn,fully present,Injected by shared scoped-gold provider rather than static catalog bucket.,keep as-is
"Diabetes Self-Management Teaching (NCLEX-RN, Canada)",diabetes-self-management-teaching,Canada RN,,Canada RN / ca-rn-nclex-rn,src/content/pathway-lessons/catalog.json → ca-rn-nclex-rn,fully present,,keep as-is
"Diuretics & Electrolyte Shifts (NCLEX-RN, Canada)",diuretics-electrolyte-shifts,Canada RN,,Canada RN / ca-rn-nclex-rn,src/content/pathway-lessons/catalog.json → ca-rn-nclex-rn,fully present,,keep as-is
"DKA & HHS: clinical judgment (NCLEX-RN, Canada)",dka-hhs-hyperglycemic-emergencies-gold,Canada RN,,Canada RN / ca-rn-nclex-rn,scoped gold injection → ca-rn-nclex-rn,fully present,Injected by shared scoped-gold provider rather than static catalog bucket.,keep as-is
"DKA vs HHS Priorities (NCLEX-RN, Canada)",dka-vs-hhs-priorities-hy,Canada RN,,Canada RN / ca-rn-nclex-rn,src/content/pathway-lessons/catalog.json → ca-rn-nclex-rn,fully present,,keep as-is
"DVT & PE Nursing Priorities (NCLEX-RN, Canada)",dvt-pe-nursing-priorities,Canada RN,,Canada RN / ca-rn-nclex-rn,src/content/pathway-lessons/catalog.json → ca-rn-nclex-rn,fully present,,keep as-is
"Dysrhythmias (NCLEX-RN, Canada)",ca-rn-dysrhythmias,Canada RN,,Canada RN / ca-rn-nclex-rn,src/content/pathway-lessons/catalog.json → ca-rn-nclex-rn,fully present,,keep as-is
"Electrolyte & fluid crises (NCLEX-RN, Canada)",fluids-electrolytes-emergencies-gold,Canada RN,,Canada RN / ca-rn-nclex-rn,scoped gold injection → ca-rn-nclex-rn,fully present,Injected by shared scoped-gold provider rather than static catalog bucket.,keep as-is
"Electrolyte crisis case study (NCLEX-RN, Canada)",clinical-casebook-electrolyte-crisis-gold,Canada RN,,Canada RN / ca-rn-nclex-rn,scoped gold injection → ca-rn-nclex-rn,fully present,Injected by shared scoped-gold provider rather than static catalog bucket.,keep as-is
"Emergency response medications (NCLEX-RN, Canada)",med-family-emergency-response-gold,Canada RN,,Canada RN / ca-rn-nclex-rn,scoped gold injection → ca-rn-nclex-rn,fully present,Injected by shared scoped-gold provider rather than static catalog bucket.,keep as-is
"Endocarditis & Blood Cultures (NCLEX-RN, Canada)",endocarditis-blood-cultures,Canada RN,,Canada RN / ca-rn-nclex-rn,src/content/pathway-lessons/catalog.json → ca-rn-nclex-rn,fully present,,keep as-is
"Enteral Feeding Tube Safety (NCLEX-RN, Canada)",enteral-feeding-tube-safety,Canada RN,,Canada RN / ca-rn-nclex-rn,src/content/pathway-lessons/catalog.json → ca-rn-nclex-rn,fully present,,keep as-is
"Escalation & when to notify (NCLEX-RN, Canada)",safety-family-escalation-notification-gold,Canada RN,,Canada RN / ca-rn-nclex-rn,scoped gold injection → ca-rn-nclex-rn,fully present,Injected by shared scoped-gold provider rather than static catalog bucket.,keep as-is
"Ethical Distress & Advocacy (NCLEX-RN, Canada)",ethical-distress-advocacy,Canada RN,,Canada RN / ca-rn-nclex-rn,src/content/pathway-lessons/catalog.json → ca-rn-nclex-rn,fully present,,keep as-is
"Falls & Hourly Rounding (NCLEX-RN, Canada)",falls-hourly-rounding,Canada RN,,Canada RN / ca-rn-nclex-rn,src/content/pathway-lessons/catalog.json → ca-rn-nclex-rn,fully present,,keep as-is
"Falls & injury prevention (NCLEX-RN, Canada)",falls-injury-prevention-gold,Canada RN,,Canada RN / ca-rn-nclex-rn,scoped gold injection → ca-rn-nclex-rn,fully present,Injected by shared scoped-gold provider rather than static catalog bucket.,keep as-is
"Falls prevention & safety (NCLEX-RN, Canada)",safety-family-falls-prevention-gold,Canada RN,,Canada RN / ca-rn-nclex-rn,scoped gold injection → ca-rn-nclex-rn,fully present,Injected by shared scoped-gold provider rather than static catalog bucket.,keep as-is
"Fluid balance & IV therapy judgment (NCLEX-RN, Canada)",fluid-balance-acute-care,Canada RN,,Canada RN / ca-rn-nclex-rn,src/content/pathway-lessons/catalog.json → ca-rn-nclex-rn,fully present,,keep as-is
"Fluid deficit vs excess (NCLEX-RN, Canada)",ca-rn-fluid-balance,Canada RN,,Canada RN / ca-rn-nclex-rn,src/content/pathway-lessons/catalog.json → ca-rn-nclex-rn,fully present,,keep as-is
"Fluid Volume Deficit (NCLEX-RN, Canada)",fluid-volume-deficit,Canada RN,,Canada RN / ca-rn-nclex-rn,src/content/pathway-lessons/catalog.json → ca-rn-nclex-rn,fully present,,keep as-is
"Fluid Volume Excess (NCLEX-RN, Canada)",fluid-volume-excess,Canada RN,,Canada RN / ca-rn-nclex-rn,src/content/pathway-lessons/catalog.json → ca-rn-nclex-rn,fully present,,keep as-is
"General nursing clinical judgment (NCLEX-RN, Canada)",ca-rn-general-nursing-clinical,Canada RN,,Canada RN / ca-rn-nclex-rn,src/content/pathway-lessons/catalog.json → ca-rn-nclex-rn,fully present,,keep as-is
"GERD & PUD Bleeding Clues (NCLEX-RN, Canada)",gerd-pud-bleeding-clues,Canada RN,,Canada RN / ca-rn-nclex-rn,src/content/pathway-lessons/catalog.json → ca-rn-nclex-rn,fully present,,keep as-is
"GI Bleed Assessment (NCLEX-RN, Canada)",gi-bleed-assessment,Canada RN,,Canada RN / ca-rn-nclex-rn,src/content/pathway-lessons/catalog.json → ca-rn-nclex-rn,fully present,,keep as-is
"Glucose emergency case study (NCLEX-RN, Canada)",clinical-casebook-glucose-dka-hypoglycemia-gold,Canada RN,,Canada RN / ca-rn-nclex-rn,scoped gold injection → ca-rn-nclex-rn,fully present,Injected by shared scoped-gold provider rather than static catalog bucket.,keep as-is
"Growth Failure Red Flags (NCLEX-RN, Canada)",growth-failure-red-flags,Canada RN,,Canada RN / ca-rn-nclex-rn,src/content/pathway-lessons/catalog.json → ca-rn-nclex-rn,fully present,,keep as-is
"Heart failure (NCLEX-RN, Canada)",ca-rn-heart-failure,Canada RN,,Canada RN / ca-rn-nclex-rn,src/content/pathway-lessons/catalog.json → ca-rn-nclex-rn,duplicated,Normalized title duplicates another row in the same group.,normalize title
"Heart Failure (NCLEX-RN, Canada)",heart-failure-nclex-rn,Canada RN,,Canada RN / ca-rn-nclex-rn,src/content/pathway-lessons/catalog.json → ca-rn-nclex-rn,duplicated,Normalized title duplicates another row in the same group.,normalize title
"Heart Failure Nursing Priorities (NCLEX-RN, Canada)",heart-failure-nursing-priorities-hy,Canada RN,,Canada RN / ca-rn-nclex-rn,src/content/pathway-lessons/catalog.json → ca-rn-nclex-rn,fully present,,keep as-is
"Hemodialysis Access Care (NCLEX-RN, Canada)",hemodialysis-access-care,Canada RN,,Canada RN / ca-rn-nclex-rn,src/content/pathway-lessons/catalog.json → ca-rn-nclex-rn,fully present,,keep as-is
"High-alert meds: nursing management (NCLEX-RN, Canada)",high-alert-medications-safety-gold,Canada RN,,Canada RN / ca-rn-nclex-rn,scoped gold injection → ca-rn-nclex-rn,fully present,Injected by shared scoped-gold provider rather than static catalog bucket.,keep as-is
"Hip Fracture & Fall Risk (NCLEX-RN, Canada)",hip-fracture-fall-risk,Canada RN,,Canada RN / ca-rn-nclex-rn,src/content/pathway-lessons/catalog.json → ca-rn-nclex-rn,fully present,,keep as-is
"HIV Confidentiality & PEP Basics (NCLEX-RN, Canada)",hiv-confidentiality-pep-basics,Canada RN,,Canada RN / ca-rn-nclex-rn,src/content/pathway-lessons/catalog.json → ca-rn-nclex-rn,fully present,,keep as-is
"Hypertension (NCLEX-RN, Canada)",ca-rn-hypertension,Canada RN,,Canada RN / ca-rn-nclex-rn,src/content/pathway-lessons/catalog.json → ca-rn-nclex-rn,fully present,,keep as-is
"Hypertensive Crisis vs Urgency (NCLEX-RN, Canada)",hypertensive-crisis-vs-urgency,Canada RN,,Canada RN / ca-rn-nclex-rn,src/content/pathway-lessons/catalog.json → ca-rn-nclex-rn,fully present,,keep as-is
"Hypertensive Encephalopathy (NCLEX-RN, Canada)",hypertensive-encephalopathy-nclex-rn,Canada RN,,Canada RN / ca-rn-nclex-rn,src/content/pathway-lessons/catalog.json → ca-rn-nclex-rn,fully present,,keep as-is
"Hypo- vs Hyperkalemia (NCLEX-RN, Canada)",hypo-vs-hyperkalemia-hy,Canada RN,,Canada RN / ca-rn-nclex-rn,src/content/pathway-lessons/catalog.json → ca-rn-nclex-rn,fully present,,keep as-is
"Hyponatremia vs Hypernatremia (NCLEX-RN, Canada)",hyponatremia-vs-hypernatremia-hy,Canada RN,,Canada RN / ca-rn-nclex-rn,src/content/pathway-lessons/catalog.json → ca-rn-nclex-rn,fully present,,keep as-is
"Immobility & DVT Prophylaxis (NCLEX-RN, Canada)",immobility-dvt-prophylaxis,Canada RN,,Canada RN / ca-rn-nclex-rn,src/content/pathway-lessons/catalog.json → ca-rn-nclex-rn,fully present,,keep as-is
"Immunization Schedule Essentials (NCLEX-RN, Canada)",immunization-schedule-essentials,Canada RN,,Canada RN / ca-rn-nclex-rn,src/content/pathway-lessons/catalog.json → ca-rn-nclex-rn,fully present,,keep as-is
"Increased ICP & Positioning (NCLEX-RN, Canada)",increased-icp-positioning,Canada RN,,Canada RN / ca-rn-nclex-rn,src/content/pathway-lessons/catalog.json → ca-rn-nclex-rn,fully present,,keep as-is
"Indwelling Catheter Risks (NCLEX-RN, Canada)",indwelling-catheter-risks,Canada RN,,Canada RN / ca-rn-nclex-rn,src/content/pathway-lessons/catalog.json → ca-rn-nclex-rn,fully present,,keep as-is
"Infection control (NCLEX-RN, Canada)",ca-rn-infection-control,Canada RN,,Canada RN / ca-rn-nclex-rn,src/content/pathway-lessons/catalog.json → ca-rn-nclex-rn,fully present,,keep as-is
"Infection control & standard precautions (NCLEX-RN, Canada)",safety-family-infection-control-gold,Canada RN,,Canada RN / ca-rn-nclex-rn,scoped gold injection → ca-rn-nclex-rn,fully present,Injected by shared scoped-gold provider rather than static catalog bucket.,keep as-is
"Infective Endocarditis (NCLEX-RN, Canada)",infective-endocarditis-nclex-rn,Canada RN,,Canada RN / ca-rn-nclex-rn,src/content/pathway-lessons/catalog.json → ca-rn-nclex-rn,fully present,,keep as-is
"Insulin & diabetes medications (NCLEX-RN, Canada)",med-family-insulin-diabetes-gold,Canada RN,,Canada RN / ca-rn-nclex-rn,scoped gold injection → ca-rn-nclex-rn,fully present,Injected by shared scoped-gold provider rather than static catalog bucket.,keep as-is
"Insulin & hypoglycemia (NCLEX-RN, Canada)",ca-rn-insulin-hypoglycemia,Canada RN,,Canada RN / ca-rn-nclex-rn,src/content/pathway-lessons/catalog.json → ca-rn-nclex-rn,duplicated,Normalized title duplicates another row in the same group.,normalize title
"Insulin & Hypoglycemia (NCLEX-RN, Canada)",insulin-hypoglycemia-hy,Canada RN,,Canada RN / ca-rn-nclex-rn,src/content/pathway-lessons/catalog.json → ca-rn-nclex-rn,duplicated,Normalized title duplicates another row in the same group.,normalize title
"Isolation & transmission precautions (NCLEX-RN, Canada)",safety-family-isolation-precautions-gold,Canada RN,,Canada RN / ca-rn-nclex-rn,scoped gold injection → ca-rn-nclex-rn,fully present,Injected by shared scoped-gold provider rather than static catalog bucket.,keep as-is
"Isolation Precautions in Practice (NCLEX-RN, Canada)",isolation-precautions-in-practice,Canada RN,,Canada RN / ca-rn-nclex-rn,src/content/pathway-lessons/catalog.json → ca-rn-nclex-rn,fully present,,keep as-is
"Kidney Stones & Strain Management (NCLEX-RN, Canada)",kidney-stones-strain-management,Canada RN,,Canada RN / ca-rn-nclex-rn,src/content/pathway-lessons/catalog.json → ca-rn-nclex-rn,fully present,,keep as-is
"Late Decelerations & FHR (NCLEX-RN, Canada)",late-decelerations-fhr,Canada RN,,Canada RN / ca-rn-nclex-rn,src/content/pathway-lessons/catalog.json → ca-rn-nclex-rn,fully present,,keep as-is
"Legal: Nurse Practice Act (NCLEX-RN, Canada)",legal-nurse-practice-act,Canada RN,,Canada RN / ca-rn-nclex-rn,src/content/pathway-lessons/catalog.json → ca-rn-nclex-rn,fully present,,keep as-is
"Liver Failure & Hepatic Encephalopathy (NCLEX-RN, Canada)",liver-failure-hepatic-encephalopathy,Canada RN,,Canada RN / ca-rn-nclex-rn,src/content/pathway-lessons/catalog.json → ca-rn-nclex-rn,fully present,,keep as-is
"Magnesium & Arrhythmia Risk (NCLEX-RN, Canada)",magnesium-arrhythmia-risk,Canada RN,,Canada RN / ca-rn-nclex-rn,src/content/pathway-lessons/catalog.json → ca-rn-nclex-rn,fully present,,keep as-is
"Maternal emergency case study (NCLEX-RN, Canada)",clinical-casebook-maternal-newborn-emergency-gold,Canada RN,,Canada RN / ca-rn-nclex-rn,scoped gold injection → ca-rn-nclex-rn,fully present,Injected by shared scoped-gold provider rather than static catalog bucket.,keep as-is
"Medication administration & error prevention (NCLEX-RN, Canada)",safety-family-medication-administration-gold,Canada RN,,Canada RN / ca-rn-nclex-rn,scoped gold injection → ca-rn-nclex-rn,fully present,Injected by shared scoped-gold provider rather than static catalog bucket.,keep as-is
"Medication Error Disclosure (NCLEX-RN, Canada)",medication-error-disclosure,Canada RN,,Canada RN / ca-rn-nclex-rn,src/content/pathway-lessons/catalog.json → ca-rn-nclex-rn,fully present,,keep as-is
"Meningitis Isolation & Assessment (NCLEX-RN, Canada)",meningitis-isolation-assessment,Canada RN,,Canada RN / ca-rn-nclex-rn,src/content/pathway-lessons/catalog.json → ca-rn-nclex-rn,fully present,,keep as-is
"Meningitis: emergency recognition (NCLEX-RN, Canada)",meningitis-emergency-recognition-gold,Canada RN,,Canada RN / ca-rn-nclex-rn,scoped gold injection → ca-rn-nclex-rn,fully present,Injected by shared scoped-gold provider rather than static catalog bucket.,keep as-is
"Mental health & safety case study (NCLEX-RN, Canada)",clinical-casebook-mental-health-safety-gold,Canada RN,,Canada RN / ca-rn-nclex-rn,scoped gold injection → ca-rn-nclex-rn,fully present,Injected by shared scoped-gold provider rather than static catalog bucket.,keep as-is
"Migraine vs Red-Flag Headache (NCLEX-RN, Canada)",migraine-vs-red-flag-headache,Canada RN,,Canada RN / ca-rn-nclex-rn,src/content/pathway-lessons/catalog.json → ca-rn-nclex-rn,fully present,,keep as-is
"Mixed Acid-Base Patterns (NCLEX-RN, Canada)",mixed-acid-base-patterns,Canada RN,,Canada RN / ca-rn-nclex-rn,src/content/pathway-lessons/catalog.json → ca-rn-nclex-rn,fully present,,keep as-is
"Myocardial infarction (NCLEX-RN, Canada)",ca-rn-myocardial-infarction,Canada RN,,Canada RN / ca-rn-nclex-rn,src/content/pathway-lessons/catalog.json → ca-rn-nclex-rn,duplicated,Normalized title duplicates another row in the same group.,normalize title
"Myocardial Infarction (NCLEX-RN, Canada)",myocardial-infarction-nclex-rn,Canada RN,,Canada RN / ca-rn-nclex-rn,src/content/pathway-lessons/catalog.json → ca-rn-nclex-rn,duplicated,Normalized title duplicates another row in the same group.,normalize title
"Neutropenic Precautions (NCLEX-RN, Canada)",neutropenic-precautions,Canada RN,,Canada RN / ca-rn-nclex-rn,src/content/pathway-lessons/catalog.json → ca-rn-nclex-rn,fully present,,keep as-is
"Newborn Thermoregulation & Feeding (NCLEX-RN, Canada)",newborn-thermoregulation-feeding,Canada RN,,Canada RN / ca-rn-nclex-rn,src/content/pathway-lessons/catalog.json → ca-rn-nclex-rn,fully present,,keep as-is
"Non-Accidental Trauma Suspicion (NCLEX-RN, Canada)",non-accidental-trauma-suspicion,Canada RN,,Canada RN / ca-rn-nclex-rn,src/content/pathway-lessons/catalog.json → ca-rn-nclex-rn,fully present,,keep as-is
"OB emergencies (NCLEX-RN, Canada)",ob-emergencies-gold-standard,Canada RN,,Canada RN / ca-rn-nclex-rn,scoped gold injection → ca-rn-nclex-rn,fully present,Injected by shared scoped-gold provider rather than static catalog bucket.,keep as-is
"Opioid toxicity & naloxone safety (NCLEX-RN, Canada)",opioid-toxicity-naloxone-gold,Canada RN,,Canada RN / ca-rn-nclex-rn,scoped gold injection → ca-rn-nclex-rn,fully present,Injected by shared scoped-gold provider rather than static catalog bucket.,keep as-is
"Opioids & Respiratory Depression (NCLEX-RN, Canada)",opioids-respiratory-depression,Canada RN,,Canada RN / ca-rn-nclex-rn,src/content/pathway-lessons/catalog.json → ca-rn-nclex-rn,fully present,,keep as-is
"Ostomy & Skin Protection (NCLEX-RN, Canada)",ostomy-skin-protection,Canada RN,,Canada RN / ca-rn-nclex-rn,src/content/pathway-lessons/catalog.json → ca-rn-nclex-rn,fully present,,keep as-is
"Pain & sedation medications (NCLEX-RN, Canada)",med-family-pain-sedation-gold,Canada RN,,Canada RN / ca-rn-nclex-rn,scoped gold injection → ca-rn-nclex-rn,fully present,Injected by shared scoped-gold provider rather than static catalog bucket.,keep as-is
"Pain management (NCLEX-RN, Canada)",ca-rn-pain-management,Canada RN,,Canada RN / ca-rn-nclex-rn,src/content/pathway-lessons/catalog.json → ca-rn-nclex-rn,fully present,,keep as-is
"Parkinson Disease Med Timing (NCLEX-RN, Canada)",parkinson-disease-med-timing,Canada RN,,Canada RN / ca-rn-nclex-rn,src/content/pathway-lessons/catalog.json → ca-rn-nclex-rn,fully present,,keep as-is
"Patient assignment & acuity (NCLEX-RN, Canada)",nurse-patient-assignment-acuity-gold,Canada RN,,Canada RN / ca-rn-nclex-rn,scoped gold injection → ca-rn-nclex-rn,fully present,Injected by shared scoped-gold provider rather than static catalog bucket.,keep as-is
"Pediatric fever / dehydration case study (NCLEX-RN, Canada)",clinical-casebook-pediatric-fever-dehydration-gold,Canada RN,,Canada RN / ca-rn-nclex-rn,scoped gold injection → ca-rn-nclex-rn,fully present,Injected by shared scoped-gold provider rather than static catalog bucket.,keep as-is
"Pediatric Fever & Dehydration (NCLEX-RN, Canada)",pediatric-fever-dehydration,Canada RN,,Canada RN / ca-rn-nclex-rn,src/content/pathway-lessons/catalog.json → ca-rn-nclex-rn,fully present,,keep as-is
"Pediatric triage & dehydration (NCLEX-RN, Canada)",pediatric-triage-emergencies-gold-standard,Canada RN,,Canada RN / ca-rn-nclex-rn,scoped gold injection → ca-rn-nclex-rn,fully present,Injected by shared scoped-gold provider rather than static catalog bucket.,keep as-is
"Pericarditis & ECG Clues (NCLEX-RN, Canada)",pericarditis-ecg-clues,Canada RN,,Canada RN / ca-rn-nclex-rn,src/content/pathway-lessons/catalog.json → ca-rn-nclex-rn,fully present,,keep as-is
"Peripheral Artery Disease (NCLEX-RN, Canada)",peripheral-artery-disease-nclex-rn,Canada RN,,Canada RN / ca-rn-nclex-rn,src/content/pathway-lessons/catalog.json → ca-rn-nclex-rn,fully present,,keep as-is
